dates_document_date,document_digital_id,document_if_published_publication_details,document_if_published_volume_link,document_if_published_volume_reference,document_if_published_volume_reference_noDoc,document_language_code,document_publication_date,document_reference,document_related_to_dodis_docs_item1,document_related_to_dodis_docs_item2,document_related_to_dodis_docs_item3,document_related_to_dodis_docs_item4,document_related_to_dodis_docs_item5,document_related_to_dodis_docs_item6,document_summary,document_type_document,geographic_nouns_geo_nouns_mentioned_item1,geographic_nouns_geo_nouns_mentioned_item2,geographic_nouns_geo_nouns_mentioned_item3,geographic_nouns_geo_nouns_mentioned_item4,geographic_nouns_geo_nouns_mentioned_item5,geographic_nouns_geo_nouns_mentioned_item6,geographic_nouns_geo_nouns_mentioned_item7,geographic_nouns_geo_nouns_mentioned_item8,geographic_nouns_geo_nouns_mentioned_item9,geographic_nouns_geo_nouns_mentioned_item10,geographic_nouns_geo_nouns_mentioned_item11,geographic_nouns_geo_nouns_mentioned_item12,geographic_nouns_geo_nouns_mentioned_item13,geographic_nouns_geo_nouns_mentioned_item14,geographic_nouns_geo_nouns_mentioned_item15,geographic_nouns_geo_nouns_mentioned_item16,geographic_nouns_geo_nouns_mentioned_item17,geographic_nouns_geo_nouns_mentioned_item18,geographic_nouns_geo_nouns_mentioned_item19,geographic_nouns_geo_nouns_mentioned_item20,geographic_nouns_geo_nouns_mentioned_item21,geographic_nouns_geo_nouns_mentioned_item22,geographic_nouns_geo_nouns_mentioned_item23,geographic_nouns_geo_nouns_mentioned_item24,geographic_nouns_geo_nouns_mentioned_item25,geographic_nouns_geo_nouns_mentioned_item26,geographic_nouns_geo_nouns_mentioned_item27,geographic_nouns_geo_nouns_mentioned_item28,geographic_nouns_geo_nouns_mentioned_item29,geographic_nouns_geo_nouns_mentioned_item30,geographic_nouns_geo_nouns_mentioned_item31,geographic_nouns_geo_nouns_mentioned_item32,geographic_nouns_geo_nouns_mentioned_item33,geographic_nouns_geo_nouns_mentioned_item34,geographic_nouns_geo_nouns_mentioned_item35,geographic_nouns_geo_nouns_mentioned_item36,geographic_nouns_geo_nouns_mentioned_item37,geographic_nouns_geo_nouns_mentioned_item38,geographic_nouns_geo_nouns_mentioned_item39,geographic_nouns_geo_nouns_mentioned_item40,locations_archives_recipient_location,organizations_author_organization,organizations_other_organizations_mentioned_item1,organizations_other_organizations_mentioned_item2,organizations_other_organizations_mentioned_item3,organizations_other_organizations_mentioned_item4,organizations_other_organizations_mentioned_item5,organizations_other_organizations_mentioned_item6,organizations_other_organizations_mentioned_item7,organizations_other_organizations_mentioned_item8,organizations_other_organizations_mentioned_item9,organizations_other_organizations_mentioned_item10,organizations_other_organizations_mentioned_item11,organizations_other_organizations_mentioned_item12,organizations_other_organizations_mentioned_item13,organizations_other_organizations_mentioned_item14,organizations_other_organizations_mentioned_item15,organizations_other_organizations_mentioned_item16,organizations_other_organizations_mentioned_item17,organizations_other_organizations_mentioned_item18,organizations_other_organizations_mentioned_item19,organizations_other_organizations_mentioned_item20,organizations_other_organizations_mentioned_item21,organizations_other_organizations_mentioned_item22,organizations_other_organizations_mentioned_item23,organizations_other_organizations_mentioned_item24,organizations_other_organizations_mentioned_item25,organizations_other_organizations_mentioned_item26,organizations_other_organizations_mentioned_item27,organizations_other_organizations_mentioned_item28,organizations_other_organizations_mentioned_item29,organizations_other_organizations_mentioned_item30,organizations_other_organizations_mentioned_item31,organizations_other_organizations_mentioned_item32,organizations_other_organizations_mentioned_item33,organizations_other_organizations_mentioned_item34,organizations_other_organizations_mentioned_item35,organizations_other_organizations_mentioned_item36,organizations_other_organizations_mentioned_item37,organizations_other_organizations_mentioned_item38,organizations_other_organizations_mentioned_item39,organizations_other_organizations_mentioned_item40,organizations_recipient_organization,persons_author_person,persons_other_persons_mentioned_item1,persons_other_persons_mentioned_item2,persons_other_persons_mentioned_item3,persons_other_persons_mentioned_item4,persons_other_persons_mentioned_item5,persons_other_persons_mentioned_item6,persons_other_persons_mentioned_item7,persons_other_persons_mentioned_item8,persons_other_persons_mentioned_item9,persons_other_persons_mentioned_item10,persons_other_persons_mentioned_item11,persons_other_persons_mentioned_item12,persons_other_persons_mentioned_item13,persons_other_persons_mentioned_item14,persons_other_persons_mentioned_item15,persons_other_persons_mentioned_item16,persons_other_persons_mentioned_item17,persons_other_persons_mentioned_item18,persons_other_persons_mentioned_item19,persons_other_persons_mentioned_item20,persons_other_persons_mentioned_item21,persons_other_persons_mentioned_item22,persons_other_persons_mentioned_item23,persons_other_persons_mentioned_item24,persons_other_persons_mentioned_item25,persons_other_persons_mentioned_item26,persons_other_persons_mentioned_item27,persons_other_persons_mentioned_item28,persons_other_persons_mentioned_item29,persons_other_persons_mentioned_item30,persons_other_persons_mentioned_item31,persons_other_persons_mentioned_item32,persons_other_persons_mentioned_item33,persons_other_persons_mentioned_item34,persons_other_persons_mentioned_item35,persons_other_persons_mentioned_item36,persons_other_persons_mentioned_item37,persons_other_persons_mentioned_item38,persons_other_persons_mentioned_item39,persons_other_persons_mentioned_item40,persons_recipient_person,persons_signatory_person,tags_document_tags_item1,tags_document_tags_item2,tags_document_tags_item3,tags_document_tags_item4,tags_document_tags_item5,tags_document_tags_item6,tags_document_tags_item7,tags_document_tags_item8,tags_document_tags_item9,tags_document_tags_item10,tags_document_tags_item11,tags_document_tags_item12
31.1.1953,10153,"Antoine Fleury et al., Diplomatic Documents of Switzerland, Bd. 19, Dok. 43, dodis.ch/10153, Zürich/Locarno/Genève 2003",/search?q=DDS-19&c=Document&f=Volume&t=all&cb=doc,,Dok. 43,de,31.1.1953,,,,,,,,La politique de neutralité interdit à la Suisse de participer à une communauté politique ainsi qu'à la CECA. La Suisse prendra part à la coopération intergouvernementale dans les domaines de l'agriculture et de la santé.,Report (R),Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1969/121#6100*,,Belgien/Staat,Communauté européenne de la santé,European Coal and Steel Community,Frankreich/Staat,Germany/State,Italien/Staat,Luxemburg/Staat,National Council/Foreign Policy Committee,Netherlands/State,Organisation for Economic Co-operation and Development,UN/World Health Organization,USA/Staat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Masnata, Silvio (1915–2006)","Pflimlin, Pierre (1907–2000)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petitpierre, Max (1899–1994)",,Europe's Organisations,European Coal and Steel Community (ECSC),Organisation for Economic Co-operation and Development (OEEC–OECD),UN (Specialized Agencies),Neutrality policy,,,,,,,
2.3.1953,10154,"Antoine Fleury et al., Diplomatic Documents of Switzerland, Bd. 19, Dok. 49, dodis.ch/10154, Zürich/Locarno/Genève 2003",/search?q=DDS-19&c=Document&f=Volume&t=all&cb=doc,,Dok. 49,fr,2.3.1953,,,,,,,,"Entretien des Conseillers fédéraux Rubattel et Petitpierre avec Spierenburg, membre de la Haute Autorité de la CECA: possibilité de coordination avec les Etats non-membres. Spierenburg se prononce contre l'accord Suetens-Hotz sur la clause de la nation la plus favorisée.",,Luxembourg,Mannheim,Rhine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2800#1990/106#100*,,Belgium/Government,EGKS/Hohe Behörde,European Defence Community,France/Government,Germany/National Socialist Government,Italy/Government,Luxemburg/Regierung,Mannheimer Akte (1868),Netherlands/Government,OECE/Comité ad hoc pour la répartition de charbon,Organisation for Economic Co-operation and Development,Permanent Economic Delegation,Schweizerische Delegation mit der Europäischen Gemeinschaft für Kohle und Stahl (EGKS),Schweizerisches Konsulat in Luxemburg,Swiss Federal Council,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petitpierre, Max (1899–1994)","Balladore, Cesare","Bauer, Gérard (1907–2000)","Hauswirth, Hermann (1915–1989)","Hotz, Jean (1890–1969)","Monnet, Jean (1888–1979)","Rubattel, Rodolphe (1896–1961)","Spierenburg, Dirk Pieter (1909–2001)","Suetens, Max",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petitpierre, Max (1899–1994)",European Coal and Steel Community (ECSC),Organisation for Economic Co-operation and Development (OEEC–OECD),,,,,,,,,,
19.12.1952,10155,"Antoine Fleury et al., Diplomatic Documents of Switzerland, Bd. 19, Dok. 39, dodis.ch/10155, Zürich/Locarno/Genève 2003",/search?q=DDS-19&c=Document&f=Volume&t=all&cb=doc,,Dok. 39,de,19.12.1952,,,,,,,,Entrée en vigueur de la CECA et conséquences pour la Suisse.,Memo (No),Belgium,Geneva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2800#1967/60#35*,FDEA/Federal Office of Foreign Economic Affairs,Belgien/Staat,Belgium/Government,EGKS/Hohe Behörde,European Coal and Steel Community,France/Government,Frankreich/Staat,General Agreement on Tariffs and Trade,Germany/Government,Germany/State,Italien/Staat,Italy/Government,Luxemburg/Regierung,Luxemburg/Staat,Netherlands/Government,Netherlands/State,Organisation for Economic Co-operation and Development,,,,,,,,,,,,,,,,,,,,,,,,,Federal Department for Foreign Affairs,,"Aebi, Peter (1904–1995)","Bauer, Gérard (1907–2000)","Graffenried, Egbert von (1909–1981)","Hauswirth, Hermann (1915–1989)","Homberger, Heinrich (1896–1985)","Schaffner, Hans (1908–2004)","Schaller, Alfred (1908–1985)","Suetens, Max","Weitnauer, Albert (1916–1984)","Zehnder, Alfred (1900–1983)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petitpierre, Max (1899–1994)","Hotz, Jean (1890–1969)",European Coal and Steel Community (ECSC),Organisation for Economic Co-operation and Development (OEEC–OECD),GATT,,,,,,,,,
9.9.1952,10156,"Antoine Fleury et al., Diplomatic Documents of Switzerland, Bd. 19, Dok. 24, dodis.ch/10156, Zürich/Locarno/Genève 2003",/search?q=DDS-19&c=Document&f=Volume&t=all&cb=doc,,Dok. 24,fr,9.9.1952,,,,,,,,Le Conseil fédéral demande à la mission technique militaire suisse aux USA de s'en tenir à la discrétion et d'éviter des déclarations publiques.,Telegram (T),United States of America (USA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2800#1967/59#905*,Federal Department for Foreign Affairs,National Council/Foreign Policy Committee,Swiss Federal Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swiss Embassy in Washington,,"Decroux, Jean (1903–1977)","Kobelt, Karl (1891–1968)","Wattenwyl, René von (1899–1984)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petitpierre, Max (1899–1994)",Security policy,United States of America (USA) (Economy),Military policy,Import of munition,,,,,,,,
9.9.1952,10157,,,,,fr,9.9.1952,,,,,,,,"Discussion concernant l'achat de matériel militaire américain, entre autres.",Minutes of negotiations of the Federal Council (PVCF-D),Fontainebleau,Geneva,United States of America (USA),Washington DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E1003#1970/343#3*,,Federal Department for Foreign Affairs,FMD/General Staff,Oerlikon-Bührle Holding,Swissair,United Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oser, Charles (1902–1994)","Bracher, Hans (1903–1967)","Escher, Josef (1885–1954)","Feldmann, Markus (1897–1958)","Kobelt, Karl (1891–1968)","Montmollin, Louis de (1893–1974)","Patterson, Richard C. jr. (1886–1966)","Petitpierre, Max (1899–1994)","Ridgway, Matthew (1895–1993)","Rubattel, Rodolphe (1896–1961)","Weber, Max (1897–1974)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security policy,United States of America (USA) (Economy),United States of America (USA) (Politics),Import of munition,,,,,,,,
1.10.1952,10158,,,,,de,1.10.1952,,,,,,,,Die Schweiz hat zwei amerikanische Panzerwagenn für Versuche in der Schweiz bestellt.,,United States of America (USA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2800#1967/59#905*,,"Federal Department of Defence, Civil Protection and Sport",USA/Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wattenwyl, René von (1899–1984)","Boissier, André (1904–1956)","Brémond, Ludovic de (1905–1954)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kobelt, Karl (1891–1968)","Wattenwyl, René von (1899–1984)",Security policy,Import of munition,United States of America (USA) (General),United States of America (USA) (Economy),,,,,,,,
22.7.1952,10159,"Antoine Fleury et al., Diplomatic Documents of Switzerland, Bd. 19, Dok. 16, dodis.ch/10159, Zürich/Locarno/Genève 2003",/search?q=DDS-19&c=Document&f=Volume&t=all&cb=doc,,Dok. 16,fr,22.7.1952,,,,,,,,"Dans le cadre de la Conférence de Toronto sur l'Extrême-Orient, les délégués de la Croix-Rouge des pays communistes prévoient d'attaquer le CICR à cause de son rôle dans le conflit de Corée. Position britannique.",Letter (L),Australia,Beijing,Bulgaria,Canada,China,Czechoslovakia,Ferner Osten,Geneva,Hong Kong,Honolulu,India,Japan,Korea,London,New Delhi,New Zealand,Osten,Panmunjom,Russia,Toronto,United Kingdom,United States of America (USA),Washington DC,,,,,,,,,,,,,,,,,,CH-BAR#E2300#1000/716#498*,Swiss Embassy in London,China/Gesundheitsministerium,China/Red Cross,Commonwealth of Nations,Conference on Disarmament,International Committee of the Red Cross,"Security Treaty between Australia, New Zealand and the United States (ANZUS)",Swiss Federal Council,"UK/Foreign, Commonwealth and Development Office",UK/Parliament,UNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal Department for Foreign Affairs,,"Bernath, Erwin (1911–1990)","Dequan, Li ","Franks, Oliver","Gladwyn Jebb, Hubert Miles (1900–1996)","Gutteridge, J. A. C. ","He, Cheng","Kemball, Christopher Gurdon","Menon, Krishna (1897–1974)","Panikkar, Kavalam Madhava","Scott, Robert Heathlie",Zhou Enlai (1898–1976),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petitpierre, Max (1899–1994)","Torrenté, Henry de (1893–1962)",Relations with the ICRC,Humanitarian aid,,,,,,,,,,
9.3.1955,10160,"Antoine Fleury et al., Diplomatic Documents of Switzerland, Bd. 19, Dok. 147, dodis.ch/10160, Zürich/Locarno/Genève 2003",/search?q=DDS-19&c=Document&f=Volume&t=all&cb=doc,,Dok. 147,fr,9.3.1955,,,,,,,,Les actions prévues par l'Aide suisse en Europe en 1955.,,Athens,Austria,Berlin,East Berlin,Europe,German Realm,Greece,Guarapuava,Italy,Libya,Montenegro,Rome,Sardinia,Schwaben,Venezia Giulia,Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2003A#1970/115#465*,FDFA/Directorate of International Organizations,Federal Assembly,Solidar Suisse,Swiss Embassy in Athens,Swiss Federal Council,Swissaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FDF/Federal Finance Administration,,"Béglé, Henri (1915–2007)","Escher, Alfred (1906–1980)","Feldscher, Peter Anton (1889–1979)","Hohl, Reinhard (1893–1975)","Schnellmann, Ernst","Stucki, Carl Theodor (1889–1963)","Wagnière, Jean Frédéric (1899–1984)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iklé, Max (1903–1999)","Micheli, Pierre (1905–1989)",Humanitarian aid,Aid to refugees,Disaster aid,Technical cooperation,,,,,,,,
9.1954,10161,"Antoine Fleury et al., Diplomatic Documents of Switzerland, Bd. 19, Dok. 125, dodis.ch/10161, Zürich/Locarno/Genève 2003",/search?q=DDS-19&c=Document&f=Volume&t=all&cb=doc,,Dok. 125,fr,9.1954,,http://dodis.ch/9558,,,,,,Informations sur l'état des relations culturelles de la Suisse avec l'étranger ainsi que sur la prise de position des légations suisses à l'étranger sur ce rapport. Discussion de cette question au sein de la Commission des Affaires étrangères du Conseil national.,Memo (No),Basle,Bellinzona,London,Montevideo,Paris,Washington DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1970/1#1712*,,Federal Assembly,Federal Department of Home Affairs,Maison suisse à Paris,National Council/Control Committee,National Council/Foreign Policy Committee,Organisation of the Swiss Abroad,Pro Helvetia Foundation,Swiss Federal Council,Swiss National Commission for UNESCO,Swiss National Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vannini, Curt (1911–)","Bourgeois, Pierre (1897–1971)","Hauser, Hermann (1902–1980)","Lepori, Giuseppe (1902–1968)","Oprecht, Hans (1894–1978)","Payot, René (1894–1970)","Portmann, Adolf","Rohr, Max Albert (1890–1980)","Spühler, Willy (1902–1990)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cultural relations,France (Others),UN (Specialized Agencies),Parliament,,,,,,,,
2.12.1952,10162,,,,,fr,2.12.1952,,,,,,,,"Petitpierre lässt Bruggmann den Entwurf eines Presse-Communiqués zukommen, worin das EPD die Pressemeldung der Agentur United Press dementiert. Die UP habe falsche Meldungen über vermeintliche Kontakte zwischen der schweizerischen Armee und der NATO in Umlauf gesetzt.",,United States of America (USA),Washington DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1972/33#7013*,Federal Department for Foreign Affairs,FMD/General Staff,Mission technique militaire,NATO,Nordatlantikpakt,Swiss Embassy in Washington,United Press,USA/State Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swiss Embassy in Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bruggmann, Karl (1889–1967)","Petitpierre, Max (1899–1994)",NATO,Press and media,,,,,,,,,,
28.2.1957,10163,,,,,de,28.2.1957,,,,,,,,"Aufgaben der Schweizer Regierung im Kriegsfall in innenpolitischer, militärischer und völkerrechtlicher Hinsicht. Der Bundesrat sollte so lange wie möglich seine Tätigkeit ausüben können.",Memo (No) •,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2800#1967/59#687*,Federal Department for Foreign Affairs,Swiss Army,Swiss Federal Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security policy,Military policy,Questions of international law,,,,,,,,,
8.2.1956,10165,,,,,de,8.2.1956,,,,,,,,"Erste Landesverteidigungsübung, die nicht nur militärische, sondern auch aussen- und innenpolitische Massnahmen mit einschloss.",Report (R),Austria,Liechtenstein,Schaffhausen (Canton),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2800#1967/59#648*,Federal Department for Foreign Affairs,Austria/Government,Commissions des pouvoirs extraordinaires des Chambres fédérales,FDFA/State Secretariat/Directorate of Public International Law,FDJP/Office of the Attorney General of Switzerland,Federal Assembly,Federal Department for Foreign Affairs,"Federal Department of Defence, Civil Protection and Sport",Federal Department of Justice and Police,Liechtenstein/Government,Swiss Federal Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bindschedler, Rudolf (1915–1991)",Military policy,Security policy,,,,,,,,,,
18.6.1952,10164,"Antoine Fleury et al., Diplomatic Documents of Switzerland, Bd. 19, Dok. 9, dodis.ch/10164, Zürich/Locarno/Genève 2003",/search?q=DDS-19&c=Document&f=Volume&t=all&cb=doc,,Dok. 9,de,18.6.1952,,,,,,,,"Après consultation du DPF, les autorités militaires ont entrepris des démarches auprès des organisations économiques afin d'autoriser en cas de guerre la sortie à l'étranger de dirigeants importants de l'économie, pour qu'ils puissent intervenir en faveur des intérêts de leurs firmes et de l'intérêt économique du pays. Une telle mesure ne recevrait pas l'appui de l'opinion publique.",Letter (L) •,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2800#1967/59#681*,"Federal Department of Defence, Civil Protection and Sport",Economiesuisse,EVD/Kriegswirtschaftsorganisation,Federal Department for Foreign Affairs,"Federal Department of Economic Affairs, Education and Research",Federal Department of Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swiss Federal Council,,"Gugger, Ivo (1888–1974)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Escher, Josef (1885–1954)","Kobelt, Karl (1891–1968)",Security policy,Economic relations,Military policy,,,,,,,,,
23.9.1955,10166,,,,,fr,23.9.1955,,,,,,,,"Knapp fünf Jahre nach der Truppenorganisation von 1951 plädiert das EMD für eine neue Landesverteidigungsdoktrin und begründet dies mit der Entwicklung der Atomwaffen, welche die taktische Kriegsführung beeinflusse.",Proposal (P) •,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2800#1967/59#649*,"Federal Department of Defence, Civil Protection and Sport",EMD/Kommission für Militärische Landesverteidigung,Swiss Army,Swiss Federal Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swiss Federal Council,,"Montmollin, Louis de (1893–1974)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaudet, Paul (1904–1977)",Security policy,Question of nuclear weapons,,,,,,,,,,
30.11.1955,10167,,,,,de,30.11.1955,,,,,,,,"Die drei Bundesräte des EMD, EFZD, und EVD treffen sich mit ihren jeweiligen Chefbeamten und dem Generalstabschef, um Neuerungen der Landesverteidigungsdoktrin zu besprechen. Insgesamt werden drei Sitzungen zur Problematik durchgeführt.",Minutes (PV) •,Austria,Bad Ragaz,Hiroshima,Sweden,United States of America (USA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2800#1967/59#663*,"Federal Department of Defence, Civil Protection and Sport",EMD/Kommission für Militärische Landesverteidigung,EMD/Landesverteidigungsrat,FDDCPS/General Secretariat,FDF/Federal Finance Administration,"Federal Department of Defence, Civil Protection and Sport","Federal Department of Economic Affairs, Education and Research",Federal Department of Finance,FMD/1st Army Corps,FMD/General Staff,Sweden/Government,Swiss Army,Swiss Federal Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haeberli, Enis Georg","Bieri, Rudolf (1920–2013)","Bracher, Hans (1903–1967)","Chaudet, Paul (1904–1977)","Corbat, Marius (1893–1965)","Haeberli, Enis Georg","Holenstein, Thomas  (1896–1962)","Huber, Karl (1915–2002)","Iklé, Max (1903–1999)","Montmollin, Louis de (1893–1974)","Nager, Franz (1896–1976)","Streuli, Hans (1892–1970)","Tenchio, Ettore (1915–2015)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaudet, Paul (1904–1977)",Security policy,Military policy,,,,,,,,,,
23.11.1956,10168,,,,,de,23.11.1956,,,,,,,,Das EMD beantragt das Aufgebot von Truppen zum aktiven Dienst.,Proposal (P) •,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2800#1967/59#665*,,Swiss Army,Swiss Federal Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Military policy,Neutrality policy,,,,,,,,,,
12.12.1952,10169,,,,,fr,12.12.1952,,,,,,,,Das State Department distanziert sich von der Pressemeldung der United Press und sieht die schweizerische Neutralität in einem besseren Licht als der Autor der Meldung.,,United States of America (USA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1972/33#7013*,Swiss Embassy in Washington,Swiss Federal Council,United Press,USA/State Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal Department for Foreign Affairs,,Patterson,"Pury, Edward Gwyn de (1904–1962)","Vance, Sheldon Baird (1917–1995)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petitpierre, Max (1899–1994)","Bruggmann, Karl (1889–1967)",NATO,,,,,,,,,,,
27.11.1953,10170,,,,,fr,27.11.1953,,,,,,,,Britische Haltung zur Europäischen Verteidigungsgemeinschaft und zur Europäischen Politischen Gemeinschaft: Grossbritannien würde stärker als die anderen NATO-Staaten an die Gemeinschaft der Sechs gebunden.Britische Zurückhaltung und Desinteresse gegenüber der EPG.,Letter (L),Belgium,Brussels,France,Germany,Italy,London,Luxembourg,Paris,Rome,The Hague,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1969/121#6372*,,Belgium/Parliament,Europäische Politische Gemeinschaft,European Defence Community,France/Government,France/Parliament,Germany/Government,Germany/Parliament,Italy/Government,Italy/Parliament,Luxembourg/Parliament,Luxemburg/Regierung,NATO,Netherlands/Government,Netherlands/Parliament,"UK/Foreign, Commonwealth and Development Office",UK/Government,Western Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petitpierre, Max (1899–1994)","Torrenté, Henry de (1893–1962)",Security policy,Europe's Organisations,,,,,,,,,,
28.7.1954,10171,"Antoine Fleury et al., Diplomatic Documents of Switzerland, Bd. 19, Dok. 119, dodis.ch/10171, Zürich/Locarno/Genève 2003",/search?q=DDS-19&c=Document&f=Volume&t=all&cb=doc,,Dok. 119,fr,28.7.1954,,,,,,,,Compte rendu d'un entretien avec le député belge Scheyven au sujet de la création d'un fonds spécial des Nations-Unies pour le développement économique des pays sous-développés.,,Belgium,The West,United Kingdom,United States of America (USA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2003-04#1970/346#96*,Federal Department for Foreign Affairs,Federal Assembly,Schweizerische Koordinationskommission für die technische Zusammenarbeit mit den Entwicklungsländern,Swiss Federal Council,UN/Economic and Social Council,UNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FDFA/Directorate of International Organizations,,"Daeniker, Armin (1898–1983)","Pallmann, Hans (1903–1965)","Scheyven, Raymond","Zutter, Philippe (1904–1984)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Micheli, Pierre (1905–1989)","Petitpierre, Max (1899–1994)",Humanitarian aid,Technical cooperation,UNO – General,,,,,,,,,
21.1.1955,10172,,,,,fr,21.1.1955,,,,,,,,,Treaty (Acc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#null; CH-BAR#null; CH-BAR#null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan (Politics),Japan (General),Japan (Economy),Human Rights,,,,,,,,
2.9.1952,10173,,,,,fr,2.9.1952,,,,,,,,Sondage auprès des autorités américaines en vue d'apprendre si et dans quelles conditions la Suisse pourrait acheter du matériel de guerre américain.,Memo (No),United States of America (USA),Washington DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#null,Federal Department for Foreign Affairs,Armasuisse,Federal Assembly,Federal Department for Foreign Affairs,"Federal Department of Defence, Civil Protection and Sport",Swiss Embassy in Washington,Swiss Federal Council,UN/Secretariat,USA/Government,USA/National Security Council,USA/State Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decroux, Jean (1903–1977)","Bruggmann, Karl (1889–1967)","Patterson, Richard C. jr. (1886–1966)","Truman, Harry S. (1884–1972)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petitpierre, Max (1899–1994)","Decroux, Jean (1903–1977)",United States of America (USA) (Politics),Import of munition,Security policy,United States of America (USA) (General),,,,,,,,
